,title,price,description,link,Image,categorie
50,BIO ORIENT HUILE D’AMANDE DOUCE 10ML,3.600 TND TTC,"

Très douce, très agréable à appliquer. 
Emolliente, nourrit la peau et la protège du dessèchement.
 Assouplissante et fortifiante, active la réparation de la peau.
 Apaisante, calme les démangeaisons et les irritations.
 Prévient l’apparition des vergetures. 
Prévient la déshydratation des cheveux et élimine les pellicules. 

",https://anais.tn/produit/bio-orient-huile-damande-douce-10ml/,https://anais.tn/wp-content/uploads/2020/05/huile-damande-douce-biologique.jpg,Cheveux
51,BIO ORIENT HUILE D’AMANDE DOUCE 90ML,18.290 TND TTC,"

Très douce, très agréable à appliquer.
 Emolliente, nourrit la peau et la protège du dessèchement.
 Assouplissante et fortifiante, active la réparation de la peau. 
Apaisante, calme les démangeaisons et les irritations.
 Prévient l’apparition des vergetures. 
Prévient la déshydratation des cheveux et élimine les pellicules. 

",https://anais.tn/produit/bio-orient-huile-damande-douce-90ml/,https://anais.tn/wp-content/uploads/2020/05/huile-damande-douce-biologique.jpg,Cheveux
52,BIO ORIENT HUILE D’ORTIE 10ML,3.690 TND TTC,"

Fortifiant capillaire naturel ,Anti chute des cheveux ,Anti pellicules.
 Régule le sébum pour les cheveux gras ,Renforce les ongles cassants ,Lutte contre les inflammations et les irritations, Tonifie et raffermit la peau,Régénérant et vitalisant Anti acnéique.

",https://anais.tn/produit/bio-orienthuile-dortie-10ml/,https://anais.tn/wp-content/uploads/2020/05/huile-dortie.jpg,Cheveux
53,BIO ORIENT HUILE D’ORTIE 90ML,16.950 TND TTC,"

Fortifiant capillaire naturel ,Anti chute des cheveux ,Anti pellicules Régule le sébum pour les cheveux gras ,Renforce les ongles cassants ,Lutte contre les inflammations et les irritations, Tonifie et raffermit la peau,Régénérant et vitalisant Anti acnéique.

",https://anais.tn/produit/bio-orient-huile-dortie-90ml/,https://anais.tn/wp-content/uploads/2020/05/huile-dortie.jpg,Cheveux
54,BIO ORIENT HUILE DE BOURRACHE 10ML,7.390 TND TTC,"

Soins anti rides Base de massages pour le corps .
Soins apaisants et réparateurs peaux irritées, sèches, fragile.
Soins réparateur pour les vergetures.
Régénérantes et réparatrices : idéale pour prolonger et entretenir la jeunesse de la peau.
 Calmante et apaisante des peaux sensibles et irritées.
 Assouplissante : redonne élasticité et tonicité à la peau.

",https://anais.tn/produit/bio-orient-huile-de-bourrache-10ml/,https://anais.tn/wp-content/uploads/2020/05/huile-de-bourrache.jpg,Cheveux
55,BIO ORIENT HUILE DE CHARDON MARIE 10ML,4.490 TND TTC,"

Renforce et tonifie le cuir chevelu. 
Prévient la chute des cheveux. 
Hépato-protectrice, permet une guérison plus rapide des hépatites et des cirrhoses en favorisant la reconstruction du foie. 

",https://anais.tn/produit/bio-orient-huile-de-chardon-marie-10ml/,https://anais.tn/wp-content/uploads/2020/05/huile-de-chardon-marie.jpg,Cheveux
56,BIO ORIENT HUILE DE CHARDON MARIE 90ML,37.900 TND TTC,"

Renforce et tonifie le cuir chevelu. 
Prévient la chute des cheveux.
 Hépato-protectrice, permet une guérison plus rapide des hépatites et des cirrhoses en favorisant la reconstruction du foie. 

",https://anais.tn/produit/bio-orient-huile-de-chardon-marie-90ml/,https://anais.tn/wp-content/uploads/2020/05/huile-de-chardon-marie.jpg,Cheveux
57,BIO ORIENT HUILE DE CRESSON 10ML,3.350 TND TTC,"

Contribue à limiter le développement du cancers, plus particulièrement le cancer des poumons.
 Limite les dégénérescences maculaire, la cataracte et la rétinite pigmentaire. 
Protège du stress oxydatif. 
Favorise la pousse des cheveux et ralentisse la chute des cheveux. 

",https://anais.tn/produit/bio-orient-huile-de-cresson-10ml/,https://anais.tn/wp-content/uploads/2020/05/huile-de-cresson.jpg,Cheveux
58,BIO ORIENT HUILE DE CRESSON 90ML,24.950 TND TTC,"

Contribue à limiter le développement du cancers, plus particulièrement le cancer des poumons.
 Limite les dégénérescences maculaire, la cataracte et la rétinite pigmentaire. 
Protège du stress oxydatif.
 Favorise la pousse des cheveux et ralentisse la chute des cheveux. 

",https://anais.tn/produit/bio-orient-huile-de-cresson-90ml/,https://anais.tn/wp-content/uploads/2020/05/huile-de-cresson.jpg,Cheveux
59,BIO ORIENT HUILE DE JOJOBA 10ML,3.950 TND TTC,"

Nourrissante Calmante et cicatrisante.
 Protectrice, assouplissante et adoucissante. 
Maintient la souplesse et l’élasticité de la peau Rééquilibre les cheveux gras en normalisant la production de sébum. 
Redonne vitalité aux cheveux secs et cassants . 
Améliore leur brillance et leur souplesse. 
Enraye leur chute.

",https://anais.tn/produit/bio-orient-huile-de-jojoba-10ml/,https://anais.tn/wp-content/uploads/2020/05/huile-de-jojoba-biologique.jpg,Cheveux
60,BIO ORIENT HUILE DE JOJOBA 90ML,25.200 TND TTC,"

Nourrissante Calmante et cicatrisante.
 Protectrice, assouplissante et adoucissante.
 Maintient la souplesse et l’élasticité de la peau Rééquilibre les cheveux gras en normalisant la production de sébum.
 Redonne vitalité aux cheveux secs et cassants .
 Améliore leur brillance et leur souplesse. 
Enraye leur chute.

",https://anais.tn/produit/bio-orient-huile-de-jojoba-90ml/,https://anais.tn/wp-content/uploads/2020/05/huile-de-jojoba-biologique.jpg,Cheveux
61,BIO ORIENT HUILE DE MOUTARDE BIOLOGIQUE 10ML,3.890 TND TTC,"

Anti-inflammatoire, soulage les torticolis et autres inflammations.
 Décontracte les muscles des sportifs.
 Aide à la croissance des cheveux en stimulant le cuir chevelu et limite l’apparition des pellicules.
 Raffermit et réchauffe.

",https://anais.tn/produit/bio-orient-huile-de-moutarde-biologique-10ml/,https://anais.tn/wp-content/uploads/2020/05/huile-de-moutarde-biologique.jpg,Cheveux
62,BIO ORIENT HUILE DE MOUTARDE BIOLOGIQUE 90ML,31.190 TND TTC,"

Anti-inflammatoire, soulage les torticolis et autres inflammations.
 Décontracte les muscles des sportifs. 
Aide à la croissance des cheveux en stimulant le cuir chevelu et limite l’apparition des pellicules. 
Raffermit et réchauffe.

",https://anais.tn/produit/bio-orienthuile-de-moutarde-biologique-90ml/,https://anais.tn/wp-content/uploads/2020/05/huile-de-moutarde-biologique.jpg,Cheveux
63,BIO ORIENT HUILE DE NIGELLE 10ML,3.750 TND TTC,"

Anti-inflammatoire, apaise les peaux irritées et les articulations inflammées. 
Cicatrisante et antiseptique, protège la peau des infections cutanées,Antioxydante, anti-âge,Nourrissante et régénérante, redonne souplesse et douceur à la peau. 
Revitalisante, assouplit et tonifie le cuir chevelu et les cheveux. 
Redonne force et vitalité aux cheveux et ongles cassants. 

",https://anais.tn/produit/bio-orient-huile-de-nigelle-10ml/,https://anais.tn/wp-content/uploads/2020/05/huile-de-nigelle.jpg,Cheveux
64,BIO ORIENT HUILE DE NOISETTE 10ML,3.790 TND TTC,"

Prévient ou atténue les vergetures et les cicatrices.
Assoupissante, redonne élasticité et tonicité à la peau.
Tonifie et purifie le cuir chevelu.

",https://anais.tn/produit/bio-orient-huile-de-noisette-10ml/,https://anais.tn/wp-content/uploads/2020/07/unnamed-1.jpg,Cheveux
65,BIO ORIENT HUILE DE NOISETTE 90ML,23.200 TND TTC,"

Prévient ou atténue les vergetures et les cicatrices.
Assouplissante, redonne élasticité et tonicité à la peau.
Tonifie et purifie le cuir chevelu.

",https://anais.tn/produit/bio-orient-huile-de-noisette-90ml/,https://anais.tn/wp-content/uploads/2020/07/huile-vegetale-de-noisette-90ml-bio-orient.jpg,Cheveux
66,BIO ORIENT HUILE DE NOIX DE COCO 10ML,3.490 TND TTC,"

Convient à tous les types de peau.
Fortifie les cheveux, leur rendant brillance et tonicité.
Le massage du cuir chevelu avec l’huile de coco contribue à épaissir et à protéger tous les types de cheveux, très nourrissante.
Réduit considérablement la déshydratation de la peau.

",https://anais.tn/produit/bio-orient-huile-de-noix-de-coco-10ml/,https://anais.tn/wp-content/uploads/2020/07/huile-vegetale-de-noix-de-coco-10ml-bio-orient.jpg,Cheveux
67,BIO ORIENT HUILE DE NOIX DE COCO 90ML,12.990 TND TTC,"

Convient à tous les types de peau.
Fortifie les cheveux, leur rendant brillance et tonicité.
Le massage du cuir chevelu avec l’huile de coco contribue à épaissir et à protéger tous les types de cheveux, très nourrissante,
Réduit considérablement la déshydratation de la peau.

",https://anais.tn/produit/bio-orient-huile-de-noix-de-coco-90ml/,https://anais.tn/wp-content/uploads/2020/07/huile-vegetale-de-noix-de-coco-90ml-bio-orient-1.jpg,Cheveux
68,BIO ORIENT HUILE DE PÉPINS DE RAISIN 10ML,3.290 TND TTC,"

Anti-oxydante, anti-âge.
Émolliente, nourrit la peau en profondeur.
Régulatrice du sébum et désincrustante.
Huile sèche, pénètre très facilement la peau et laisse un toucher soyeux.
Entretient et nourrit la fibre capillaire.
Prévient les problèmes cardio-vasculaire.

 
",https://anais.tn/produit/bio-orient-huile-de-pepins-de-raisin-10ml/,https://anais.tn/wp-content/uploads/2020/07/bio-orient-huile-de-pepin-de-raisin-10ml.jpg,Cheveux
69,BIO ORIENT HUILE DE PÉPINS DE RAISIN 90ML,12.990 TND TTC,"

Anti-oxydant, anti-âge.
Émolliente, nourrit la peau en profondeur.
Régulatrice du sébum et désincrustante.
Huile sèche, pénètre très facilement la peau et laisse un toucher soyeux.
Entretient et nourrit la fibre capillaire.
Prévient les problèmes cardio-vasculaire.

 
",https://anais.tn/produit/bio-orient-huile-de-pepins-de-raisin-90ml/,https://anais.tn/wp-content/uploads/2020/07/huile-vegetale-de-pepins-de-raisin-90ml-bio-orient.jpg,Cheveux
70,BIO ORIENT HUILE DE RICIN 10ML,3.500 TND TTC,"

Fortifie les cheveux, les ongles et les cils.
Nourrit les cheveux secs, cassés, fourchus, crépus.
Favorise la pousse des cheveux et des cils.

",https://anais.tn/produit/bio-orient-huile-de-ricin-10ml/,https://anais.tn/wp-content/uploads/2020/07/huile-vegetale-bio-orient-huile-de-ricin-10-ml-bio-orient-compressed.jpg,Cheveux
71,BIODERMA NODE DS+SHAMPOING ANTI PELLICULAIRE 125ML,47.700 TND TTC,"

Le shampooing qui agit sur la cause des pellicules persistantes .
 Désincruste et élimine durablement les pellicules persistantes Évite la récidive .
Facilite le démêlage .
Apporte brillance, souplesse et volume aux cheveux.
 Apaise immédiatement et durablement les démangeaisons du cuir chevelu .
 Après 2 mois d’utilisation, les volontaires ont constaté une baisse des érythèmes de -83 %, une baisse des squames de -78 % et une baisse du prurit de -77 %.

",https://anais.tn/produit/bioderma-node-dsshampoing-125ml/,https://anais.tn/wp-content/uploads/2020/10/node_ds-min.jpg,Cheveux
72,BIODERMA NODE K CONCENTRE KERATOREDUCTEUR 100ML,55.400 TND TTC,"

Le concentré apaisant et anti-démangeaisons qui élimine les états squameux en plaque .
Elimine les squames .
Rétablit le confort cutané .
 Evite leur réapparition .
Calme les démangeaisons, limite l’incitation au grattage .
S’applique facilement grâce au tube canule .
 La texture crème permet de laisser poser hors de la douche sans couler.

",https://anais.tn/produit/bioderma-node-k-concentre-100ml/,https://anais.tn/wp-content/uploads/2020/10/58_1100x-compressed.jpg,Cheveux
73,BIODERMA NODE K SHAMPOING 150ML,49.900 TND TTC,"

Le shampooing apaisant et anti-démangeaisons qui élimine les états squameux en plaque .
 Nettoie en douceur .
 Active l’élimination des squames .
 Evite leur réapparition .
Apaise et limite les démangeaisons .
 Apporte également brillance, souplesse et volume aux cheveux grâce à sa base lavante, non détergente, non délipidante.

",https://anais.tn/produit/bioderma-node-k-shampoing-150ml/,https://anais.tn/wp-content/uploads/2020/10/bioderma-node-k-shp-etat-squameux150ml-compressed.jpg,Cheveux
74,BIODRMA NODE SHAMPOING FLUIDE 200ML,29.500 TND TTC,"

Le shampooing fluide nettoie, respecte et protège
 Redonne brillance et souplesse aux cheveux
 Respecte l’équilibre physiologique du cuir chevelu et du cheveux 
 S’utilise également en relais des shampooings traitants

",https://anais.tn/produit/biodrma-node-shampoing-fluide-200ml/,https://anais.tn/wp-content/uploads/2020/10/compressed-e01v.jpg,Cheveux
75,BIOLANE CRÈME CHANGE DERMO-PÉDIATRIE 100ML,24.000 TND 12.000 TND TTC,"

Prévient et répare efficacement les irritations et les rougeurs du siège chez le nourrisson. 
Résultat : le siège du bébé est apaisé et protégé des agressions extérieures. 
Sa formule enrichie en zinc (20%), aux propriétés purifiantes, contribue à prévenir l’apparition de rougeurs et d’irritations. 
Elle renforce le film protecteur naturel de l’épiderme

",https://anais.tn/produit/biolane-creme-change-dermo-pediatrie-100ml/,https://anais.tn/wp-content/uploads/2020/05/CREME-CHANGE-1.jpg,Cheveux
76,BIOLANE CRÈME CHANGE DERMO-PÉDIATRIE 50ML,14.900 TND 12.000 TND TTC,"

Prévient et répare efficacement les irritations et les rougeurs du siège chez le nourrisson. 
Résultat : le siège du bébé est apaisé et protégé des agressions extérieures. 
Sa formule enrichie en zinc (20%), aux propriétés purifiantes, contribue à prévenir l’apparition de rougeurs et d’irritations. 
Elle renforce le film protecteur naturel de l’épiderme

",https://anais.tn/produit/biolane-creme-change-dermo-pediatrie-50ml/,https://anais.tn/wp-content/uploads/2020/05/CREME-CHANGE-1.jpg,Cheveux
77,BIOLANE KIDS SHAMPOING DÉMÊLANT 250ML,20.200 TND TTC,"

Le Shampooing Démêlant Biolane enfant permet de nettoyer d’une façon efficace les cheveux et les démêle également en un seul geste. 
Il se caractérise par une formule au miel qui facilite le coiffage et rend les cheveux plus doux et brillants. 
Il est formulé sans paraben et sans savon afin de préserver l’équilibre naturel cutané. Sa formule lui permet de minimiser les risques d’allergie : hypoallergenique.
Avec l’hydra bleïne, l’action en synergie des lipides et protéines de blé permet de limiter la perte en eau (deshydratation) et de surgraisser également l’épiderme. 
Il est testé sous contrôle dermatologique et ophtalmologique : il ne coule pas et ne pique pas les yeux.

",https://anais.tn/produit/biolane-kids-shampoing-demelant-250ml/,https://anais.tn/wp-content/uploads/2020/05/shampoing-kids.jpg,Cheveux
78,BIOXSINE –  FEMINA APRES SHAMPOING AUX HERBES ANTI-CHUTE TOUS TYPES DE CHEVEUX 300ML,31.980 TND TTC,"

Les changements hormonaux caractéristiques de la grossesse ont des répercussions sur la peau et sur diverses autres régions du corps.
Les cheveux gagnent notamment en volume. Aprés l’accouchement, cependant, les changements hormonaux peuvent entrainer la chute de cheveux.
L’aprés shampoooing BIOXSINE FEMINA à base de plantes est spécialement formulé pour les femmes qui présentent une chute de cheveux ou souhaitant préserver la santé de leurs cheveux.Outre son action anti-chute de cheveux, le baume permet de :
Hydrater et faire briller les cheveux
Nourrir les cheveux
Stimuler la pousse de cheveux plus sains, plus épais et plus résistants.
Faciliter le brossage
Tonifier le cuir chevelu

",https://anais.tn/produit/bioxsine-femina-apres-shampoing-aux-herbes-anti-chute-tous-types-de-cheveux-300ml/,https://anais.tn/wp-content/uploads/2020/05/femina-après-shampoing-1.jpg,Cheveux
79,BIOXSINE – FEMINA SHAMPOING AUX HERBES ANTI-CHUTE CHEVEUX SECS-NORMAUX 300ML,31.980 TND TTC,"

Les changements hormonaux caractéristiques de la grossesse ont des répercussions sur la peau et sur diverses autres régions du corps.
Les cheveux gagnent notamment en volume. Aprés l’accouchement, cependant, les changements hormonaux peuvent entrainer la chute de cheveux.
Le shampoooing BIOXSINE FEMINA cheveux secs et normaux à base de plantes est spécialement formulé pour les femmes qui présentent une chute de cheveux ou souhaitant préserver la santé de leurs cheveux.
Bioxsine femina pénétre et fortifie les follicules capilaires.
Il se caractérise par une base végétale qui est controlée cliniquement sans effets secondaires et il ne contient aucun colorant.
Il préserve l’équilibre nutritif et l’ydratation naturelle de la peau.
Il posséde un pH respectueux du cuir chevelu et de la peau.
Il protége la flore naturelle du cuir chevelu.
Il est testé dermatologiquement.

",https://anais.tn/produit/bioxsine-femina-shampoing-aux-herbes-anti-chute-cheveux-secs-normaux-300ml/,https://anais.tn/wp-content/uploads/2020/05/femina-shampoing-1.png,Cheveux
80,BIOXSINE – FEMINA SHAMPOOING AUX HERBES ANTI-CHUTE CHEVEUX GRAS 300ML,35.780 TND 31.980 TND TTC,"

Les changements hormonaux caractéristiques de la grossesse ont des répercussions sur la peau et sur diverses autres régions du corps.
Les cheveux gagnent notamment en volume. Aprés l’accouchement, cependant, les changements hormonaux peuvent entrainer la chute de cheveux.
Le shampoooing BIOXSINE FEMINA cheveux gras à base de plantes est spécialement formulé pour les femmes qui présentent une chute de cheveux ou souhaitant préserver la santé de leurs cheveux.
Bioxsine femina pénétre et fortifie les follicules capilaires.
Il se caractérise par une base végétale qui est controlée cliniquement sans effets secondaires et il ne contient aucun colorant.
Il préserve l’équilibre nutritif et l’ydratation naturelle de la peau.
Il posséde un pH respectueux du cuir chevelu et de la peau.
Il protége la flore naturelle du cuir chevelu.
Il est testé dermatologiquement.

",https://anais.tn/produit/bioxsine-femina-shampoing-aux-herbes-anti-chute-cheveux-gras-300ml/,https://anais.tn/wp-content/uploads/2020/05/femina-shampoing-1.png,Cheveux
